,pc1,pc2,pc3,pc4,pc5,pc6
0,-1.5677398999349985,-0.47559384243529174,0.777692392674022,-0.5780339645502771,1.5666833073368176,1.0667112522726332
1,-1.5156296323880543,-1.3064242690627008,-0.8506284265095283,0.4003798984563926,-0.32209073766478413,-1.2165208912319398
2,-1.7944819030103645,-1.1961571324226978,-0.889486730799353,-0.45761431415944737,-0.7341902430116607,0.30811505138790635
3,-0.028467623586395957,-0.2706056309519793,1.5473108335662449,0.463080204195375,-1.5059091669916038,-0.9832029630199847
4,-1.4868537850496406,-0.609804132488201,0.13763117147385837,0.016356737982519222,0.34676224553226004,0.8376833867490103
5,2.6888089076083403,-0.24487248420319851,1.6945570088929398,5.590212807666325,-1.0774444094972877,2.443714794689411
6,-0.8077018300282811,-0.4834003424088188,-0.07493064602642341,0.43869541946285984,0.6033967418501257,-0.842430317033116
7,-1.1330461466039825,-0.0743233471108589,-0.4274605351837735,-0.13393115408892123,0.27057489789856703,0.7067447399340381
8,-0.5256923875643317,-1.848421898294693,-1.056099817552657,-0.7364882175988061,0.6106389250304759,0.7590352863900629
9,-1.203004091237312,-0.6805061987162844,0.3142064101191015,0.41932758484263216,-0.30459073093614114,-1.1444735613430699
10,-0.4761659028694191,0.543803091803748,-0.4689299535902299,0.43960481690169956,0.4392056909751206,0.9982490727334012
11,0.31257345388971125,-1.3807033602749252,3.086333360940521,6.015785452621457,-1.5002576066314404,1.2566931046966925
12,1.3015936544674764,-1.5895351142041123,1.0369385414522152,-0.3065706498166847,-1.7507433945519741,-1.2617881797731312
13,-0.9277583644120495,-0.8975249742150964,-1.0267233999427987,-0.8589674840114687,-0.8211915745306795,0.4364817416890011
14,-0.4255903849704189,-1.502949445590385,0.22367516141411195,0.7283001079956646,0.5096572892496259,-0.5733563312372184
15,-0.4403719053924927,-0.9329984595624571,-0.10561046552385644,0.04991868799284482,0.6547725233970624,1.1353371658842553
16,-0.4602846556818645,-1.7733127543581124,-0.9746681160644488,-0.3086384354134206,0.40768972112945806,-0.951534674996298
